Month,Timestamp,Source IP,Target Asset,Attack Type,Bandwidth (Gbps),Duration (min),Status
April,2025-06-01 12:29:00,32.56.240.29,Web-Gateway-3,UDP Amplification,34.89,7,Mitigated
April,2025-06-21 03:38:00,38.217.182.98,Web-Gateway-4,TCP Flood,36.39,2,Mitigated
April,2025-06-07 22:10:00,227.127.96.19,Web-Gateway-1,TCP Flood,55.8,11,Partial
April,2025-06-18 06:36:00,26.174.249.246,Web-Gateway-5,UDP Amplification,47.94,7,Mitigated
April,2025-06-15 00:01:00,169.161.105.21,Web-Gateway-1,TCP Flood,27.66,10,Mitigated
April,2025-06-10 17:10:00,32.82.120.247,Web-Gateway-2,TCP Flood,42.75,7,Mitigated
April,2025-06-06 04:36:00,211.137.64.179,Web-Gateway-2,UDP Amplification,38.44,9,Mitigated
April,2025-06-18 21:34:00,166.165.108.123,Web-Gateway-4,UDP Amplification,57.67,10,Mitigated
April,2025-06-26 13:35:00,45.245.188.222,Web-Gateway-4,UDP Amplification,25.62,11,Partial
April,2025-06-23 14:27:00,70.21.174.22,Web-Gateway-2,UDP Amplification,58.57,11,Partial
April,2025-06-06 07:37:00,134.5.168.123,Web-Gateway-3,TCP Flood,31.92,13,Partial
April,2025-06-12 06:41:00,185.106.172.173,Web-Gateway-2,UDP Amplification,38.1,5,Mitigated
April,2025-06-08 11:28:00,19.183.192.80,Web-Gateway-4,UDP Amplification,30.83,7,Mitigated
April,2025-06-25 03:05:00,250.151.8.37,Web-Gateway-3,TCP Flood,24.81,7,Mitigated
April,2025-06-16 23:45:00,250.30.232.48,Web-Gateway-3,TCP Flood,27.85,9,Mitigated
April,2025-06-04 06:13:00,252.232.203.197,Web-Gateway-2,TCP Flood,39.71,11,Partial
April,2025-06-26 17:57:00,98.85.82.232,Web-Gateway-5,UDP Amplification,58.39,9,Mitigated
April,2025-06-06 14:41:00,79.205.5.199,Web-Gateway-2,UDP Amplification,24.93,10,Mitigated
April,2025-06-14 12:42:00,72.218.73.135,Web-Gateway-4,TCP Flood,54.37,9,Mitigated
April,2025-06-24 16:27:00,33.30.190.108,Web-Gateway-1,TCP Flood,49.92,13,Partial
April,2025-06-09 12:50:00,118.135.80.119,Web-Gateway-1,UDP Amplification,48.35,8,Mitigated
April,2025-06-23 16:07:00,26.184.7.129,Web-Gateway-5,TCP Flood,31.7,8,Mitigated
April,2025-06-27 08:31:00,178.230.139.95,Web-Gateway-1,UDP Amplification,52.17,11,Partial
April,2025-06-21 13:09:00,220.33.112.118,Web-Gateway-5,UDP Amplification,49.22,7,Mitigated
April,2025-06-18 06:44:00,94.109.129.213,Web-Gateway-2,UDP Amplification,51.51,7,Mitigated
April,2025-06-11 12:08:00,43.94.231.10,Web-Gateway-1,UDP Amplification,30.66,10,Mitigated
April,2025-06-19 09:49:00,101.146.46.105,Web-Gateway-5,UDP Amplification,28.65,8,Mitigated
April,2025-06-08 06:30:00,106.246.59.232,Web-Gateway-1,UDP Amplification,55.2,8,Mitigated
April,2025-06-04 02:31:00,176.18.12.124,Web-Gateway-5,TCP Flood,33.91,9,Mitigated
April,2025-06-20 11:19:00,228.234.244.248,Web-Gateway-2,TCP Flood,54.45,9,Mitigated
April,2025-06-07 04:17:00,247.232.108.42,Web-Gateway-4,TCP Flood,30.5,11,Partial
April,2025-06-05 15:51:00,112.111.241.74,Web-Gateway-1,UDP Amplification,28.83,10,Mitigated
April,2025-06-17 18:01:00,88.22.206.89,Web-Gateway-1,UDP Amplification,46.67,9,Mitigated
April,2025-06-09 16:26:00,72.170.64.18,Web-Gateway-4,UDP Amplification,33.03,10,Mitigated
April,2025-06-17 03:01:00,48.167.71.152,Web-Gateway-2,UDP Amplification,37.62,5,Mitigated
April,2025-06-03 09:11:00,24.173.131.20,Web-Gateway-3,TCP Flood,58.25,10,Mitigated
April,2025-06-21 10:09:00,6.190.91.47,Web-Gateway-4,TCP Flood,47.0,7,Mitigated
April,2025-06-16 05:11:00,196.36.222.166,Web-Gateway-3,UDP Amplification,46.96,8,Mitigated
April,2025-06-07 17:35:00,239.42.90.242,Web-Gateway-3,UDP Amplification,39.89,11,Partial
April,2025-06-11 14:32:00,113.242.142.22,Web-Gateway-4,UDP Amplification,36.02,5,Mitigated
April,2025-06-23 04:33:00,5.216.139.162,Web-Gateway-4,TCP Flood,26.31,8,Mitigated
April,2025-06-07 10:02:00,241.116.136.112,Web-Gateway-1,TCP Flood,29.1,9,Mitigated
April,2025-06-05 17:49:00,106.152.195.184,Web-Gateway-1,TCP Flood,35.79,8,Mitigated
April,2025-06-09 14:52:00,16.175.37.73,Web-Gateway-3,UDP Amplification,26.58,10,Mitigated
April,2025-06-22 00:26:00,140.220.130.182,Web-Gateway-2,TCP Flood,43.71,5,Mitigated
April,2025-06-18 21:58:00,49.122.86.216,Web-Gateway-3,UDP Amplification,58.63,10,Mitigated
April,2025-06-08 09:42:00,255.26.17.197,Web-Gateway-2,TCP Flood,54.02,13,Partial
April,2025-06-24 03:01:00,217.10.244.253,Web-Gateway-4,TCP Flood,24.34,9,Mitigated
April,2025-06-20 21:55:00,21.79.54.53,Web-Gateway-4,TCP Flood,50.82,9,Mitigated
April,2025-06-18 14:19:00,65.22.178.214,Web-Gateway-4,TCP Flood,33.83,11,Partial
April,2025-06-18 08:40:00,24.64.55.100,Web-Gateway-1,UDP Amplification,33.7,12,Partial
April,2025-06-10 02:15:00,46.8.97.169,Web-Gateway-3,TCP Flood,42.71,11,Partial
April,2025-06-21 02:11:00,235.252.56.239,Web-Gateway-2,UDP Amplification,28.94,7,Mitigated
April,2025-06-12 21:02:00,142.68.1.93,Web-Gateway-4,UDP Amplification,53.09,10,Mitigated
April,2025-06-28 08:06:00,155.199.232.59,Web-Gateway-5,UDP Amplification,39.85,9,Mitigated
April,2025-06-21 01:16:00,133.78.162.220,Web-Gateway-5,UDP Amplification,44.36,8,Mitigated
April,2025-06-16 16:36:00,24.61.22.194,Web-Gateway-1,UDP Amplification,29.23,10,Mitigated
April,2025-06-24 23:39:00,8.156.63.12,Web-Gateway-1,UDP Amplification,27.35,12,Partial
April,2025-06-22 23:59:00,176.93.174.86,Web-Gateway-4,UDP Amplification,48.27,11,Partial
April,2025-06-08 19:49:00,241.86.248.31,Web-Gateway-2,TCP Flood,27.53,8,Mitigated
April,2025-06-18 23:45:00,13.66.71.215,Web-Gateway-1,TCP Flood,31.27,10,Mitigated
April,2025-06-28 09:14:00,219.207.219.8,Web-Gateway-4,TCP Flood,37.31,9,Mitigated
